agency,fiscal_year,date,fy_day,cumulative_count,cumulative_dollars,source_type
DOE_SC,2022,2022-02-01,124,0,6174233.0,usaspending
DOE_SC,2022,2022-03-01,152,0,34054027.0,usaspending
DOE_SC,2022,2022-04-01,183,0,45400437.0,usaspending
DOE_SC,2022,2022-05-01,213,0,50141804.0,usaspending
DOE_SC,2022,2022-06-01,244,0,51454391.6,usaspending
DOE_SC,2022,2022-07-01,274,0,66508200.08,usaspending
DOE_SC,2022,2022-08-01,305,0,133797477.07,usaspending
DOE_SC,2022,2022-09-01,336,0,198404218.01,usaspending
DOE_SC,2022,2022-10-01,366,0,446776039.74,usaspending
DOE_SC,2023,2022-11-01,32,0,0.0,usaspending
DOE_SC,2023,2022-12-01,62,0,2330574.0,usaspending
DOE_SC,2023,2023-01-01,93,0,7257593.0,usaspending
DOE_SC,2023,2023-02-01,124,0,11708157.52,usaspending
DOE_SC,2023,2023-03-01,152,0,28322644.88,usaspending
DOE_SC,2023,2023-04-01,183,0,48420755.739999995,usaspending
DOE_SC,2023,2023-05-01,213,0,59158318.739999995,usaspending
DOE_SC,2023,2023-06-01,244,0,63876195.769999996,usaspending
DOE_SC,2023,2023-07-01,274,0,76397673.94,usaspending
DOE_SC,2023,2023-08-01,305,0,127185607.15,usaspending
DOE_SC,2023,2023-09-01,336,0,310174773.64,usaspending
DOE_SC,2023,2023-10-01,366,0,637220833.1800001,usaspending
DOE_SC,2024,2023-11-01,32,0,3775000.0,usaspending
DOE_SC,2024,2023-12-01,62,0,33616562.0,usaspending
DOE_SC,2024,2024-01-01,93,0,50049843.0,usaspending
DOE_SC,2024,2024-02-01,124,0,52284211.0,usaspending
DOE_SC,2024,2024-03-01,153,0,70154876.52,usaspending
DOE_SC,2024,2024-04-01,184,0,87570818.89,usaspending
DOE_SC,2024,2024-05-01,214,0,95882614.21000001,usaspending
DOE_SC,2024,2024-06-01,245,0,96912301.21000001,usaspending
DOE_SC,2024,2024-07-01,275,0,103566562.56,usaspending
DOE_SC,2024,2024-08-01,306,0,126245751.29,usaspending
DOE_SC,2024,2024-09-01,337,0,221731349.67000002,usaspending
DOE_SC,2024,2024-10-01,367,0,484691451.14,usaspending
DOE_SC,2025,2024-11-01,32,0,0.0,usaspending
DOE_SC,2025,2024-12-01,62,0,682459.0,usaspending
DOE_SC,2025,2025-01-01,93,0,3045214.0,usaspending
DOE_SC,2025,2025-02-01,124,0,55987106.26,usaspending
DOE_SC,2025,2025-03-01,152,0,55987106.26,usaspending
DOE_SC,2025,2025-04-01,183,0,59496649.26,usaspending
DOE_SC,2025,2025-05-01,213,0,77238720.32,usaspending
DOE_SC,2025,2025-06-01,244,0,84007022.32,usaspending
DOE_SC,2025,2025-07-01,274,0,91170583.63999999,usaspending
DOE_SC,2025,2025-08-01,305,0,96393594.63999999,usaspending
DOE_SC,2025,2025-09-01,336,0,145933749.75,usaspending
DOE_SC,2025,2025-10-01,366,0,422688299.33,usaspending
DOE_SC,2026,2025-11-01,32,0,288403.0,usaspending
DOE_SC,2026,2025-12-01,62,0,288403.0,usaspending
DOE_SC,2026,2026-01-01,93,0,288403.0,usaspending
DOE_SC,2026,2026-02-01,124,0,288403.0,usaspending
DOE_SC,2026,2026-03-01,152,0,1481399.0,usaspending
NASA_SCI,2016,2015-11-01,32,0,0.0,usaspending
NASA_SCI,2016,2015-12-01,62,0,286008.0,usaspending
NASA_SCI,2016,2016-01-01,93,0,475349.0,usaspending
NASA_SCI,2016,2016-02-01,124,0,1981979.0,usaspending
NASA_SCI,2016,2016-03-01,153,0,4249162.0,usaspending
NASA_SCI,2016,2016-04-01,184,0,4805903.0,usaspending
NASA_SCI,2016,2016-05-01,214,0,5989857.0,usaspending
NASA_SCI,2016,2016-06-01,245,0,8516349.0,usaspending
NASA_SCI,2016,2016-07-01,275,0,9770929.69,usaspending
NASA_SCI,2016,2016-08-01,306,0,10224060.36,usaspending
NASA_SCI,2016,2016-09-01,337,0,11948450.36,usaspending
NASA_SCI,2016,2016-10-01,367,0,15983275.44,usaspending
NASA_SCI,2017,2016-11-01,32,0,66140.0,usaspending
NASA_SCI,2017,2016-12-01,62,0,664864.0,usaspending
NASA_SCI,2017,2017-01-01,93,0,3121680.37,usaspending
NASA_SCI,2017,2017-02-01,124,0,16135483.21,usaspending
NASA_SCI,2017,2017-03-01,152,0,41922052.95,usaspending
NASA_SCI,2017,2017-04-01,183,0,85657911.01,usaspending
NASA_SCI,2017,2017-05-01,213,0,102257139.86,usaspending
NASA_SCI,2017,2017-06-01,244,0,119439924.15,usaspending
NASA_SCI,2017,2017-07-01,274,0,139166566.4,usaspending
NASA_SCI,2017,2017-08-01,305,0,156086371.56,usaspending
NASA_SCI,2017,2017-09-01,336,0,196918551.0,usaspending
NASA_SCI,2017,2017-10-01,366,0,263967387.69,usaspending
NASA_SCI,2018,2017-11-01,32,0,14691224.62,usaspending
NASA_SCI,2018,2017-12-01,62,0,32909160.54,usaspending
NASA_SCI,2018,2018-01-01,93,0,39826008.7,usaspending
NASA_SCI,2018,2018-02-01,124,0,56190660.830000006,usaspending
NASA_SCI,2018,2018-03-01,152,0,77024135.93,usaspending
NASA_SCI,2018,2018-04-01,183,0,92068505.80000001,usaspending
NASA_SCI,2018,2018-05-01,213,0,106638237.29,usaspending
NASA_SCI,2018,2018-06-01,244,0,125232007.28,usaspending
NASA_SCI,2018,2018-07-01,274,0,155746822.87,usaspending
NASA_SCI,2018,2018-08-01,305,0,178732436.16,usaspending
NASA_SCI,2018,2018-09-01,336,0,225820301.57,usaspending
NASA_SCI,2018,2018-10-01,366,0,272607795.15,usaspending
NASA_SCI,2019,2018-11-01,32,0,2706066.0,usaspending
NASA_SCI,2019,2018-12-01,62,0,10078344.49,usaspending
NASA_SCI,2019,2019-01-01,93,0,26988734.57,usaspending
NASA_SCI,2019,2019-02-01,124,0,30231429.57,usaspending
NASA_SCI,2019,2019-03-01,152,0,43860615.26,usaspending
NASA_SCI,2019,2019-04-01,183,0,65840095.56,usaspending
NASA_SCI,2019,2019-05-01,213,0,100511007.78,usaspending
NASA_SCI,2019,2019-06-01,244,0,131711094.89,usaspending
NASA_SCI,2019,2019-07-01,274,0,159126712.46,usaspending
NASA_SCI,2019,2019-08-01,305,0,178559553.83,usaspending
NASA_SCI,2019,2019-09-01,336,0,213946521.89000002,usaspending
NASA_SCI,2019,2019-10-01,366,0,252424547.93,usaspending
NASA_SCI,2020,2019-11-01,32,0,6621637.94,usaspending
NASA_SCI,2020,2019-12-01,62,0,18794858.45,usaspending
NASA_SCI,2020,2020-01-01,93,0,33325859.689999998,usaspending
NASA_SCI,2020,2020-02-01,124,0,58308260.67,usaspending
NASA_SCI,2020,2020-03-01,153,0,81583886.79,usaspending
NASA_SCI,2020,2020-04-01,184,0,114170074.84,usaspending
NASA_SCI,2020,2020-05-01,214,0,134883644.86,usaspending
NASA_SCI,2020,2020-06-01,245,0,155798933.17000002,usaspending
NASA_SCI,2020,2020-07-01,275,0,174553040.54000002,usaspending
NASA_SCI,2020,2020-08-01,306,0,199142920.72000003,usaspending
NASA_SCI,2020,2020-09-01,337,0,222679775.21000004,usaspending
NASA_SCI,2020,2020-10-01,367,0,282471120.39000005,usaspending
NASA_SCI,2021,2020-11-01,32,0,5067031.78,usaspending
NASA_SCI,2021,2020-12-01,62,0,15203726.57,usaspending
NASA_SCI,2021,2021-01-01,93,0,25794366.1,usaspending
NASA_SCI,2021,2021-02-01,124,0,40669809.03,usaspending
NASA_SCI,2021,2021-03-01,152,0,60830518.269999996,usaspending
NASA_SCI,2021,2021-04-01,183,0,84670521.39,usaspending
NASA_SCI,2021,2021-05-01,213,0,107902201.12,usaspending
NASA_SCI,2021,2021-06-01,244,0,121459281.98,usaspending
NASA_SCI,2021,2021-07-01,274,0,140712532.0,usaspending
NASA_SCI,2021,2021-08-01,305,0,165111950.27,usaspending
NASA_SCI,2021,2021-09-01,336,0,215153287.91000003,usaspending
NASA_SCI,2021,2021-10-01,366,0,313716530.68,usaspending
NASA_SCI,2022,2021-11-01,32,0,8390315.01,usaspending
NASA_SCI,2022,2021-12-01,62,0,19961595.46,usaspending
NASA_SCI,2022,2022-01-01,93,0,37886512.07,usaspending
NASA_SCI,2022,2022-02-01,124,0,57818377.74,usaspending
NASA_SCI,2022,2022-03-01,152,0,79854825.0,usaspending
NASA_SCI,2022,2022-04-01,183,0,110130456.13,usaspending
NASA_SCI,2022,2022-05-01,213,0,144273298.91,usaspending
NASA_SCI,2022,2022-06-01,244,0,167887564.79,usaspending
NASA_SCI,2022,2022-07-01,274,0,201048173.26,usaspending
NASA_SCI,2022,2022-08-01,305,0,230617716.04999998,usaspending
NASA_SCI,2022,2022-09-01,336,0,279952174.37,usaspending
NASA_SCI,2022,2022-10-01,366,0,371785489.16,usaspending
NASA_SCI,2023,2022-11-01,32,0,6585903.0,usaspending
NASA_SCI,2023,2022-12-01,62,0,15649426.62,usaspending
NASA_SCI,2023,2023-01-01,93,0,33978225.769999996,usaspending
NASA_SCI,2023,2023-02-01,124,0,51793313.94,usaspending
NASA_SCI,2023,2023-03-01,152,0,65583450.5,usaspending
NASA_SCI,2023,2023-04-01,183,0,91016866.37,usaspending
NASA_SCI,2023,2023-05-01,213,0,110159504.85000001,usaspending
NASA_SCI,2023,2023-06-01,244,0,129961359.85000001,usaspending
NASA_SCI,2023,2023-07-01,274,0,152407581.13,usaspending
NASA_SCI,2023,2023-08-01,305,0,163325082.53,usaspending
NASA_SCI,2023,2023-09-01,336,0,193254777.24,usaspending
NASA_SCI,2023,2023-10-01,366,0,254079731.75,usaspending
NASA_SCI,2024,2023-11-01,32,0,8973145.01,usaspending
NASA_SCI,2024,2023-12-01,62,0,36126601.0,usaspending
NASA_SCI,2024,2024-01-01,93,0,67847828.4,usaspending
NASA_SCI,2024,2024-02-01,124,0,97271955.53,usaspending
NASA_SCI,2024,2024-03-01,153,0,112087138.75,usaspending
NASA_SCI,2024,2024-04-01,184,0,131350791.78999999,usaspending
NASA_SCI,2024,2024-05-01,214,0,148816195.94,usaspending
NASA_SCI,2024,2024-06-01,245,0,168804152.61,usaspending
NASA_SCI,2024,2024-07-01,275,0,196650647.36,usaspending
NASA_SCI,2024,2024-08-01,306,0,226124988.31,usaspending
NASA_SCI,2024,2024-09-01,337,0,265648450.02,usaspending
NASA_SCI,2024,2024-10-01,367,0,332253638.54,usaspending
NASA_SCI,2025,2024-11-01,32,0,3964268.0,usaspending
NASA_SCI,2025,2024-12-01,62,0,18587225.560000002,usaspending
NASA_SCI,2025,2025-01-01,93,0,42278255.56,usaspending
NASA_SCI,2025,2025-02-01,124,0,55934141.56,usaspending
NASA_SCI,2025,2025-03-01,152,0,71127441.15,usaspending
NASA_SCI,2025,2025-04-01,183,0,84718417.7,usaspending
NASA_SCI,2025,2025-05-01,213,0,97118949.89,usaspending
NASA_SCI,2025,2025-06-01,244,0,125473822.73,usaspending
NASA_SCI,2025,2025-07-01,274,0,157318244.46,usaspending
NASA_SCI,2025,2025-08-01,305,0,214775336.63,usaspending
NASA_SCI,2025,2025-09-01,336,0,279216345.84,usaspending
NASA_SCI,2025,2025-10-01,366,0,338312783.55999994,usaspending
NASA_SCI,2026,2025-11-01,32,0,0.0,usaspending
NASA_SCI,2026,2025-12-01,62,0,0.0,usaspending
NASA_SCI,2026,2026-01-01,93,0,20212348.38,usaspending
NASA_SCI,2026,2026-02-01,124,0,51499296.44,usaspending
NASA_SCI,2026,2026-03-01,152,0,68963270.56,usaspending
USDA_RD,2016,2015-11-01,32,0,456318.0,usaspending
USDA_RD,2016,2015-12-01,62,0,456318.0,usaspending
USDA_RD,2016,2016-01-01,93,0,2456318.0,usaspending
USDA_RD,2016,2016-02-01,124,0,6848134.0,usaspending
USDA_RD,2016,2016-03-01,153,0,16206502.0,usaspending
USDA_RD,2016,2016-04-01,184,0,18077651.0,usaspending
USDA_RD,2016,2016-05-01,214,0,22418952.0,usaspending
USDA_RD,2016,2016-06-01,245,0,25531157.0,usaspending
USDA_RD,2016,2016-07-01,275,0,25531157.0,usaspending
USDA_RD,2016,2016-08-01,306,0,25531157.0,usaspending
USDA_RD,2016,2016-09-01,337,0,25531157.0,usaspending
USDA_RD,2016,2016-10-01,367,0,29959833.77,usaspending
USDA_RD,2017,2016-11-01,32,0,662929.0,usaspending
USDA_RD,2017,2016-12-01,62,0,2138393.0,usaspending
USDA_RD,2017,2017-01-01,93,0,13575900.0,usaspending
USDA_RD,2017,2017-02-01,124,0,18676446.48,usaspending
USDA_RD,2017,2017-03-01,152,0,28850552.48,usaspending
USDA_RD,2017,2017-04-01,183,0,45703650.45,usaspending
USDA_RD,2017,2017-05-01,213,0,65014006.45,usaspending
USDA_RD,2017,2017-06-01,244,0,90083487.45,usaspending
USDA_RD,2017,2017-07-01,274,0,107192857.45,usaspending
USDA_RD,2017,2017-08-01,305,0,116224511.45,usaspending
USDA_RD,2017,2017-09-01,336,0,124271065.45,usaspending
USDA_RD,2018,2017-11-01,32,0,0.0,usaspending
USDA_RD,2018,2017-12-01,62,0,116830.0,usaspending
USDA_RD,2018,2018-01-01,93,0,10735616.0,usaspending
USDA_RD,2018,2018-02-01,124,0,28730118.0,usaspending
USDA_RD,2018,2018-03-01,152,0,59139969.0,usaspending
USDA_RD,2018,2018-04-01,183,0,89337808.0,usaspending
USDA_RD,2018,2018-05-01,213,0,107945370.0,usaspending
USDA_RD,2018,2018-06-01,244,0,115553809.5,usaspending
USDA_RD,2018,2018-07-01,274,0,132214602.5,usaspending
USDA_RD,2018,2018-08-01,305,0,156096106.5,usaspending
USDA_RD,2018,2018-09-01,336,0,174298761.5,usaspending
USDA_RD,2018,2018-10-01,366,0,174990269.5,usaspending
USDA_RD,2019,2018-11-01,32,0,2156426.11,usaspending
USDA_RD,2019,2018-12-01,62,0,10795050.299999999,usaspending
USDA_RD,2019,2019-01-01,93,0,22288915.799999997,usaspending
USDA_RD,2019,2019-02-01,124,0,23080526.799999997,usaspending
USDA_RD,2019,2019-03-01,152,0,55608109.03,usaspending
USDA_RD,2019,2019-04-01,183,0,91629761.41,usaspending
USDA_RD,2019,2019-05-01,213,0,138579956.53,usaspending
USDA_RD,2019,2019-06-01,244,0,179914240.38,usaspending
USDA_RD,2019,2019-07-01,274,0,210022609.53,usaspending
USDA_RD,2019,2019-08-01,305,0,251712784.41,usaspending
USDA_RD,2019,2019-09-01,336,0,300032461.64,usaspending
USDA_RD,2019,2019-10-01,366,0,316618798.84999996,usaspending
USDA_RD,2020,2019-11-01,32,0,0.0,usaspending
USDA_RD,2020,2019-12-01,62,0,0.0,usaspending
USDA_RD,2020,2020-01-01,93,0,0.0,usaspending
USDA_RD,2020,2020-02-01,124,0,0.0,usaspending
USDA_RD,2020,2020-03-01,153,0,7342613.0,usaspending
USDA_RD,2020,2020-04-01,184,0,64766358.63,usaspending
USDA_RD,2020,2020-05-01,214,0,152899056.51,usaspending
USDA_RD,2020,2020-06-01,245,0,242586210.39999998,usaspending
USDA_RD,2020,2020-07-01,275,0,344501642.2,usaspending
USDA_RD,2020,2020-08-01,306,0,359060539.0,usaspending
USDA_RD,2020,2020-09-01,337,0,383866533.85,usaspending
USDA_RD,2020,2020-10-01,367,0,391294007.73,usaspending
USDA_RD,2021,2020-11-01,32,0,50568766.65,usaspending
USDA_RD,2021,2020-12-01,62,0,107176809.14,usaspending
USDA_RD,2021,2021-01-01,93,0,148844623.53,usaspending
USDA_RD,2021,2021-02-01,124,0,191431758.34,usaspending
USDA_RD,2021,2021-03-01,152,0,227732496.25,usaspending
USDA_RD,2021,2021-04-01,183,0,270223572.62,usaspending
USDA_RD,2021,2021-05-01,213,0,282576159.11,usaspending
USDA_RD,2021,2021-06-01,244,0,300082804.05,usaspending
USDA_RD,2021,2021-07-01,274,0,315321383.8,usaspending
USDA_RD,2021,2021-08-01,305,0,326030652.97,usaspending
USDA_RD,2021,2021-09-01,336,0,338583395.12,usaspending
USDA_RD,2021,2021-10-01,366,0,472658143.69,usaspending
USDA_RD,2022,2021-11-01,32,0,49649173.77,usaspending
USDA_RD,2022,2021-12-01,62,0,153696934.77,usaspending
USDA_RD,2022,2022-01-01,93,0,238254291.75,usaspending
USDA_RD,2022,2022-02-01,124,0,264678823.87,usaspending
USDA_RD,2022,2022-03-01,152,0,280196331.89,usaspending
USDA_RD,2022,2022-04-01,183,0,319890655.03,usaspending
USDA_RD,2022,2022-05-01,213,0,354639694.68999994,usaspending
USDA_RD,2022,2022-06-01,244,0,362479618.30999994,usaspending
USDA_RD,2022,2022-07-01,274,0,368680420.86999995,usaspending
USDA_RD,2022,2022-08-01,305,0,379332995.12999994,usaspending
USDA_RD,2022,2022-09-01,336,0,390506748.1999999,usaspending
USDA_RD,2022,2022-10-01,366,0,394643424.5799999,usaspending
USDA_RD,2023,2022-11-01,32,0,2782755.3,usaspending
USDA_RD,2023,2022-12-01,62,0,5189816.529999999,usaspending
USDA_RD,2023,2023-01-01,93,0,47289309.88,usaspending
USDA_RD,2023,2023-02-01,124,0,131733392.97999999,usaspending
USDA_RD,2023,2023-03-01,152,0,168979279.88,usaspending
USDA_RD,2023,2023-04-01,183,0,227516906.9,usaspending
USDA_RD,2023,2023-05-01,213,0,370973380.12,usaspending
USDA_RD,2023,2023-06-01,244,0,454198217.69,usaspending
USDA_RD,2023,2023-07-01,274,0,505974902.56,usaspending
USDA_RD,2023,2023-08-01,305,0,544488183.55,usaspending
USDA_RD,2023,2023-09-01,336,0,576185197.53,usaspending
USDA_RD,2023,2023-10-01,366,0,584434532.63,usaspending
USDA_RD,2024,2023-11-01,32,0,466750.66,usaspending
USDA_RD,2024,2023-12-01,62,0,21399192.22,usaspending
USDA_RD,2024,2024-01-01,93,0,24240877.5,usaspending
USDA_RD,2024,2024-02-01,124,0,42677722.94,usaspending
USDA_RD,2024,2024-03-01,153,0,71355767.17,usaspending
USDA_RD,2024,2024-04-01,184,0,109945864.97,usaspending
USDA_RD,2024,2024-05-01,214,0,135298252.04,usaspending
USDA_RD,2024,2024-06-01,245,0,251984710.0,usaspending
USDA_RD,2024,2024-07-01,275,0,334669770.27,usaspending
USDA_RD,2024,2024-08-01,306,0,389885296.75,usaspending
USDA_RD,2024,2024-09-01,337,0,416532676.46,usaspending
USDA_RD,2024,2024-10-01,367,0,425734581.88,usaspending
USDA_RD,2025,2024-11-01,32,0,0.0,usaspending
USDA_RD,2025,2024-12-01,62,0,2550942.84,usaspending
USDA_RD,2025,2025-01-01,93,0,78413023.29,usaspending
USDA_RD,2025,2025-02-01,124,0,106157151.64000002,usaspending
USDA_RD,2025,2025-03-01,152,0,106157151.64000002,usaspending
USDA_RD,2025,2025-04-01,183,0,117741147.64000002,usaspending
USDA_RD,2025,2025-05-01,213,0,117741043.64000002,usaspending
USDA_RD,2025,2025-06-01,244,0,119201960.55000001,usaspending
USDA_RD,2025,2025-07-01,274,0,132390610.02000001,usaspending
USDA_RD,2025,2025-08-01,305,0,159758110.26000002,usaspending
USDA_RD,2025,2025-09-01,336,0,179999542.62,usaspending
USDA_RD,2025,2025-10-01,366,0,189901951.24,usaspending
USDA_RD,2026,2025-11-01,32,0,0.0,usaspending
USDA_RD,2026,2025-12-01,62,0,7965575.0,usaspending
USDA_RD,2026,2026-01-01,93,0,39477204.239999995,usaspending
USDA_RD,2026,2026-02-01,124,0,117821546.19,usaspending
USDA_RD,2026,2026-03-01,152,0,167450266.57,usaspending
